brand,brand_TransNum,brand_PvUser,brand_FavUser,brand_CartUser,brand_BuyUser,brand_PvNum,brand_FavNum,brand_CartNum,brand_BuyNum,brand_ViewPvUser,brand_ViewFavUser,brand_ViewCartUser,brand_ReBuyUser,brand_ReBuyNum,brand_ReBuyUserRate,brand_ReBuyNumRate,brand_AverageReBuyTimeGap,brand_PvToBuyRate,brand_FavToBuyRate,brand_CartToBuyRate,brand_AverageTimesFromPvToBuy,brand_AverageTimesFromFavToBuy,brand_AverageTimesFromCartToBuy,brand_AverageOtherNumFromPvToBuy,brand_AverageOtherNumFromFavToBuy,brand_AverageOtherNumFromCartToBuy,brand_AverageOtherNumFromBuyToBuy,brand_AverageOtherTimesFromPvToBuy,brand_AverageOtherTimesFromFavToBuy,brand_AverageOtherTimesFromCartToBuy,brand_AverageOtherTimesFromBuyToBuy,brand_AveragePvToBuyTime,brand_AverageFavToBuyTime,brand_AverageCartToBuyTime,brand_CateAveragePvToBuyTime,brand_CateAverageFavToBuyTime,brand_CateAverageCartToBuyTime,brand_AverageBrandViewTime,brand_AverageCateViewTime,brand_FraudUserNum,brand_FraudBuyNum,brand_FraudUserRate,brand_FraudNumRate,brand_AverageReBuyBrandViewTime,brand_AverageReBuyCateViewTime
74805,1275,1263,87,91,56,3566,98,103,61,1207,81,79,5,5,0.08928571428571429,1.0,61379.0,0.04433887569279493,0.6436781609195402,0.6153846153846154,8.839285714285714,0.14285714285714285,0.25,2.6964285714285716,0.16071428571428573,0.10714285714285714,0.017857142857142856,7.767857142857143,0.19642857142857142,0.10714285714285714,0.017857142857142856,54988.44642857143,3330.9821428571427,35561.5,153369.35714285713,33818.08928571428,47989.642857142855,389.5357142857143,706.4107142857143,2,2,0.0015661707126076742,1.0,247.6,258.0
270273,13,13,0,0,0,18,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303174,4,4,1,0,0,5,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8147,49,48,2,1,0,86,2,1,0,48,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248474,10,10,1,2,1,38,1,2,1,9,1,1,0,0,0,0,0,0.1,1.0,0.5,10.0,0.0,1.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,166481.0,0.0,166484.0,166645.0,0.0,166484.0,268.0,457.0,0,0,0,0,0,0
249484,162,162,7,7,5,276,7,7,5,157,7,6,0,0,0,0,0,0.030864197530864196,0.7142857142857143,0.7142857142857143,6.0,0.0,0.2,4.6,0.0,0.0,0.0,16.2,0.0,0.0,0.0,163924.0,0.0,90795.6,164773.2,0.0,90795.6,167.8,852.6,1,0,0.006134969325153374,0.0,0,0
67977,131,130,2,13,6,303,2,13,6,124,2,11,0,0,0,0,0,0.046153846153846156,3.0,0.46153846153846156,5.166666666666667,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.0,340.0,0.0,-230.16666666666666,340.0,0.0,-230.16666666666666,235.33333333333334,258.8333333333333,0,0,0,0,0,0
342713,176,175,11,12,9,390,11,15,9,166,10,10,0,0,0,0,0,0.05142857142857143,0.8181818181818182,0.75,2.0,0.0,0.2222222222222222,2.4444444444444446,0.0,0.2222222222222222,0.0,6.444444444444445,0.0,0.2222222222222222,0.0,15522.444444444445,-48088.555555555555,6186.0,54148.0,-48088.555555555555,25698.444444444445,110.44444444444444,364.22222222222223,1,0,0.005649717514124294,0.0,0,0
241720,477,473,39,26,6,903,39,27,6,467,39,23,0,0,0,0,0,0.012684989429175475,0.15384615384615385,0.23076923076923078,5.5,0.0,0.3333333333333333,2.0,0.16666666666666666,0.0,0.0,6.833333333333333,0.16666666666666666,0.0,0.0,207883.66666666666,0.0,70790.33333333333,207887.5,6213.166666666667,70790.33333333333,201.5,530.6666666666666,0,0,0,0,0,0
316323,78,77,4,1,0,163,4,1,0,77,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155713,277,272,14,14,4,575,15,15,4,268,14,12,0,0,0,0,0,0.014705882352941176,0.2857142857142857,0.2857142857142857,5.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57937.5,0.0,57060.75,57937.5,0.0,57060.75,337.0,337.0,0,0,0,0,0,0
226122,1802,1799,61,205,231,6757,67,294,280,1568,49,133,33,49,0.14285714285714285,1.4848484848484849,45046.878787878784,0.12840466926070038,3.7868852459016393,1.1268292682926828,7.359307359307359,0.047619047619047616,0.3722943722943723,2.675324675324675,0.05194805194805195,0.19480519480519481,0.06493506493506493,5.978354978354979,0.05627705627705628,0.23809523809523808,0.08658008658008658,48346.11688311688,613.1948051948052,14676.558441558442,88575.36796536797,1329.008658008658,37920.333333333336,364.7705627705628,643.3419913419914,5,5,0.002767017155506364,1.0,252.27272727272728,333.0
106263,26,26,1,3,2,39,1,3,2,24,1,3,0,0,0,0,0,0.07692307692307693,2.0,0.6666666666666666,3.5,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.5,80987.5,0.0,0.0,98932.5,0.0,0.0,114.5,129.5,0,0,0,0,0,0
95766,4505,4493,343,311,62,10920,368,345,75,4431,333,288,10,13,0.16129032258064516,1.3,724.2,0.013799243267304697,0.18075801749271136,0.19935691318327975,9.193548387096774,0.1774193548387097,0.3709677419354839,1.8870967741935485,0.0967741935483871,0.1774193548387097,0.016129032258064516,5.935483870967742,0.0967741935483871,0.3387096774193548,0.03225806451612903,152227.32258064515,12662.41935483871,57177.66129032258,215697.67741935485,32257.25806451613,65387.032258064515,253.17741935483872,472.93548387096774,3,2,0.0006654835847382431,0.6666666666666666,225.0,255.6
136131,68,67,5,5,1,106,5,7,2,66,4,5,1,1,1.0,1.0,33.0,0.014925373134328358,0.2,0.2,6.0,1.0,0.0,2.0,2.0,0.0,0.0,8.0,4.0,0.0,0.0,175.0,98.0,0.0,346.0,342.0,0.0,175.0,346.0,0,0,0,0,20.0,20.0
75056,154,151,0,11,8,331,0,12,8,143,0,10,0,0,0,0,0,0.052980132450331126,0,0.7272727272727273,5.375,0.0,0.125,7.5,0.0,0.5,0.125,30.375,0.0,1.0,0.125,70984.375,0.0,2001.0,210622.5,0.0,143122.75,269.5,1601.375,1,0,0.0064516129032258064,0.0,0,0
101201,196,196,11,10,3,571,17,11,3,193,10,8,0,0,0,0,0,0.015306122448979591,0.2727272727272727,0.3,15.0,0.3333333333333333,0.6666666666666666,8.0,0.6666666666666666,0.0,0.3333333333333333,30.333333333333332,1.0,0.0,0.3333333333333333,68901.66666666667,42499.0,25435.0,296533.3333333333,260490.33333333334,25435.0,320.0,1337.3333333333333,0,0,0,0,0,0
389772,14,14,0,3,0,29,0,3,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95036,6383,6355,356,503,307,17649,381,558,340,6048,333,420,30,33,0.09771986970684039,1.1,102168.16666666667,0.04830841856805665,0.8623595505617978,0.610337972166998,8.543973941368078,0.08794788273615635,0.2931596091205212,2.436482084690554,0.09771986970684039,0.1270358306188925,0.04560260586319218,6.530944625407166,0.10097719869706841,0.13680781758957655,0.04560260586319218,91355.9348534202,9343.908794788274,29408.104234527687,124669.0,22020.482084690553,27392.58306188925,353.74918566775244,612.0456026058632,8,8,0.0012517602879048662,1.0,279.8333333333333,346.8333333333333
181121,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342136,131,131,3,0,0,181,3,0,0,131,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367036,336,332,15,23,15,793,17,26,15,317,12,19,0,0,0,0,0,0.045180722891566265,1.0,0.6521739130434783,6.733333333333333,0.2,0.3333333333333333,2.933333333333333,0.4,0.3333333333333333,0.06666666666666667,8.133333333333333,0.4666666666666667,0.4,0.06666666666666667,57820.2,28731.133333333335,43791.26666666667,143310.13333333333,28849.666666666668,49974.4,283.4,634.4666666666667,0,0,0,0,0,0
201065,220,219,11,15,7,433,11,15,7,212,9,13,0,0,0,0,0,0.0319634703196347,0.6363636363636364,0.4666666666666667,4.428571428571429,0.2857142857142857,0.2857142857142857,3.142857142857143,0.7142857142857143,0.0,0.0,8.285714285714286,0.7142857142857143,0.0,0.0,69314.0,159.14285714285714,32282.714285714286,88444.28571428571,19109.14285714286,32282.714285714286,137.71428571428572,580.0,0,0,0,0,0,0
