brand,brand_TransNum,brand_PvUser,brand_FavUser,brand_CartUser,brand_BuyUser,brand_PvNum,brand_FavNum,brand_CartNum,brand_BuyNum,brand_ViewPvUser,brand_ViewFavUser,brand_ViewCartUser,brand_ReBuyUser,brand_ReBuyNum,brand_ReBuyUserRate,brand_ReBuyNumRate,brand_AverageReBuyTimeGap,brand_PvToBuyRate,brand_FavToBuyRate,brand_CartToBuyRate,brand_AverageTimesFromPvToBuy,brand_AverageTimesFromFavToBuy,brand_AverageTimesFromCartToBuy,brand_AverageOtherNumFromPvToBuy,brand_AverageOtherNumFromFavToBuy,brand_AverageOtherNumFromCartToBuy,brand_AverageOtherNumFromBuyToBuy,brand_AverageOtherTimesFromPvToBuy,brand_AverageOtherTimesFromFavToBuy,brand_AverageOtherTimesFromCartToBuy,brand_AverageOtherTimesFromBuyToBuy,brand_AveragePvToBuyTime,brand_AverageFavToBuyTime,brand_AverageCartToBuyTime,brand_CateAveragePvToBuyTime,brand_CateAverageFavToBuyTime,brand_CateAverageCartToBuyTime,brand_AverageBrandViewTime,brand_AverageCateViewTime,brand_FraudUserNum,brand_FraudBuyNum,brand_FraudUserRate,brand_FraudNumRate,brand_AverageReBuyBrandViewTime,brand_AverageReBuyCateViewTime
320069,6380,6321,282,907,599,19782,317,1312,673,5722,260,716,57,74,0.09515859766277128,1.2982456140350878,157661.1403508772,0.09476348679006487,2.124113475177305,0.6604189636163176,7.392320534223706,0.04674457429048414,0.5191986644407346,3.280467445742905,0.0667779632721202,0.31886477462437396,0.15358931552587646,9.714524207011687,0.06844741235392321,0.4040066777963272,0.17696160267111852,170221.62270450752,5677.614357262103,86773.04173622704,376520.9699499165,13356.210350584308,128436.09849749583,270.67779632721204,585.0901502504173,38,37,0.005920847616079776,0.9736842105263158,223.4561403508772,446.7719298245614
80242,4139,4103,157,674,767,17121,176,814,851,3336,117,474,73,84,0.09517601043024772,1.1506849315068493,84041.50684931508,0.18693638800877407,4.885350318471337,1.1379821958456973,6.8904823989569755,0.048239895697522815,0.31421121251629724,2.4211212516297262,0.04954367666232073,0.20078226857887874,0.07170795306388526,6.813559322033898,0.05084745762711865,0.258148631029987,0.0847457627118644,69657.07953063885,-566.5084745762712,28712.28813559322,171172.15775749675,7688.408083441982,51216.28031290743,264.3063885267275,519.9452411994785,23,22,0.005526189332051898,0.9565217391304348,153.53424657534248,251.41095890410958
199340,136,136,1,20,15,392,1,27,15,121,1,18,0,0,0,0,0,0.11029411764705882,15.0,0.75,4.4,0.0,0.26666666666666666,3.4,0.0,0.4666666666666667,0.7333333333333333,11.6,0.0,0.6,0.8,168909.93333333332,0.0,15506.666666666666,445903.73333333334,0.0,262076.8,222.0,716.6,0,0,0,0,0,0
110545,21,20,1,1,0,28,1,1,0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18914,24,24,0,2,5,32,0,2,5,19,0,0,0,0,0,0,0,0.20833333333333334,0,2.5,1.4,0.0,0.4,0.8,0.0,0.0,0.0,1.4,0.0,0.0,0.0,99001.6,0.0,92407.2,99338.0,0.0,92407.2,5.6,63.0,3,3,0.1111111111111111,1.0,0,0
140230,2873,2854,102,327,361,10724,114,455,395,2493,78,233,24,34,0.0664819944598338,1.4166666666666667,69758.29166666667,0.12648913805185705,3.5392156862745097,1.1039755351681957,7.9529085872576175,0.08033240997229917,0.3988919667590028,3.839335180055402,0.0886426592797784,0.25761772853185594,0.1440443213296399,10.955678670360111,0.0997229916897507,0.29362880886426596,0.1772853185595568,68405.24930747923,5320.301939058172,41526.72022160665,7991348.393351801,8319.545706371191,56708.35734072022,316.6481994459834,723.1135734072022,5,5,0.0017373175816539264,1.0,125.5,267.5
155887,4291,4264,129,336,139,12800,149,420,156,4125,121,293,10,17,0.07194244604316546,1.7,71376.1,0.0325984990619137,1.0775193798449612,0.41369047619047616,8.100719424460431,0.05755395683453238,0.4316546762589928,2.920863309352518,0.050359712230215826,0.2158273381294964,0.15827338129496402,8.338129496402878,0.050359712230215826,0.302158273381295,0.16546762589928057,79483.19424460431,9514.208633093525,50080.92805755396,241236.0,18784.38848920863,38939.27338129497,277.8561151079137,549.2877697841726,9,8,0.0020930232558139536,0.8888888888888888,334.1,537.5
17469,5,5,0,0,1,18,0,0,2,4,0,0,1,1,1.0,1.0,724822.0,0.2,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37169.0,0.0,0.0,37169.0,0.0,0.0,35.0,35.0,0,0,0,0,185.0,185.0
121849,895,892,33,73,60,2542,37,85,68,832,30,59,7,8,0.11666666666666667,1.1428571428571428,187118.85714285713,0.06726457399103139,1.8181818181818181,0.821917808219178,8.233333333333333,0.08333333333333333,0.25,3.0833333333333335,0.1,0.21666666666666667,0.08333333333333333,8.783333333333333,0.1,0.2833333333333333,0.08333333333333333,48692.96666666667,1374.75,36829.46666666667,259336.7,6785.433333333333,117239.88333333333,339.35,558.2,1,1,0.0011160714285714285,1.0,320.0,418.42857142857144
114662,341,335,13,28,11,986,16,34,13,324,11,23,2,2,0.18181818181818182,1.0,131618.5,0.03283582089552239,0.8461538461538461,0.39285714285714285,7.909090909090909,0.09090909090909091,0.7272727272727273,2.3636363636363638,0.2727272727272727,0.45454545454545453,0.2727272727272727,7.090909090909091,0.45454545454545453,0.45454545454545453,0.2727272727272727,83993.81818181818,27052.090909090908,53628.27272727273,265750.36363636365,44652.90909090909,85639.18181818182,262.1818181818182,495.72727272727275,0,0,0,0,149.0,149.0
