user,brand,user_Truthful,user_FraudBuyNum,user_BrandPv,user_BrandFav,user_BrandCart,user_BrandBuy,user_CatePv,user_CateFav,user_CateCart,user_CateBuy,user_ReBuyNum,user_ReBuyTimeGap,user_TimesFromPvToBuy,user_TimesFromFavToBuy,user_TimesFromCartToBuy,user_OtherNumFromPvToBuy,user_OtherNumFromFavToBuy,user_OtherNumFromCartToBuy,user_OtherNumFromBuyToBuy,user_OtherTimesFromPvToBuy,user_OtherTimesFromFavToBuy,user_OtherTimesFromCartToBuy,user_OtherTimesFromBuyToBuy,user_BrandPvToBuyTime,user_BrandFavToBuyTime,user_BrandCartToBuyTime,user_CatePvToBuyTime,user_CateFavToBuyTime,user_CateCartToBuyTime,user_BrandViewTime,user_CateViewTime,user_ReBuyBrandViewTime,user_ReBuyCateViewTime,Tag
351409,94693,True,0,84,0,3,1,113,0,4,1,0,0,48,0.0,3.0,7,0.0,1,0,19,0,1,0,71879.0,0.0,19918.0,72623.0,0.0,71006.0,2135.0,3072.0,0,0,True
560394,94693,True,0,127,2,0,1,318,8,0,1,0,0,75,2.0,0.0,14,3.0,0,0,81,4,0,0,728823.0,424801.0,0.0,728915.0,721136.0,0.0,1360.0,3380.0,0,0,True
776588,94693,True,0,37,0,1,1,56,0,2,1,0,0,12,0.0,1.0,10,0.0,1,0,19,0,1,0,154622.0,0.0,75464.0,681950.0,0.0,75464.0,516.0,1324.0,0,0,True
304020,94693,True,0,6,1,0,1,7,1,0,1,0,0,6,1.0,0.0,1,0.0,0,0,1,0,0,0,297.0,147.0,0.0,297.0,147.0,0.0,196.0,297.0,0,0,UnKnown
242255,94693,True,0,18,0,1,1,35,0,1,1,0,0,16,0.0,1.0,7,0.0,0,0,17,0,0,0,775.0,0.0,728.0,853.0,0.0,728.0,401.0,853.0,0,0,UnKnown
1130896,94693,True,0,13,1,0,1,24,4,0,1,0,0,7,1.0,0.0,6,2.0,0,0,11,3,0,0,274626.0,274628.0,0.0,274626.0,274628.0,0.0,248.0,787.0,0,0,True
510953,94693,True,0,3,0,1,1,3,0,1,1,0,0,3,0.0,1.0,0,0.0,0,0,0,0,0,0,408965.0,0.0,408915.0,408965.0,0.0,408915.0,71.0,71.0,0,0,True
880548,94693,True,0,3,0,1,1,3,0,1,1,0,0,1,0.0,1.0,0,0.0,0,0,0,0,0,0,28.0,0.0,13.0,28.0,0.0,13.0,28.0,28.0,0,0,False
97973,94693,True,0,68,0,1,1,107,0,4,1,0,0,68,0.0,1.0,10,0.0,3,0,39,0,3,0,174257.0,0.0,167718.0,731928.0,0.0,171370.0,2403.0,6169.0,0,0,True
796716,94693,True,0,41,0,0,1,81,0,0,1,0,0,30,0.0,0.0,7,0.0,0,0,40,0,0,0,2846.0,0.0,0.0,2867.0,0.0,0.0,1262.0,2867.0,0,0,True
165579,94693,True,0,14,0,1,1,53,0,2,1,0,0,13,0.0,1.0,15,0.0,1,0,39,0,1,0,1247.0,0.0,682.0,184453.0,0.0,682.0,265.0,1431.0,0,0,UnKnown
899574,94693,True,0,27,1,0,1,49,2,0,1,0,0,11,1.0,0.0,8,1.0,0,0,22,1,0,0,8929.0,8754.0,0.0,8978.0,8754.0,0.0,272.0,572.0,0,0,True
45050,94693,True,0,68,0,0,2,99,1,0,2,1,1073.0,53,0.0,0.0,11,1.0,0,0,31,1,0,0,7367.0,0.0,0.0,332353.0,1196.0,0.0,1645.0,3007.0,466.0,466.0,True
561395,94693,True,0,22,0,0,1,43,0,0,1,0,0,6,0.0,0.0,8,0.0,0,0,16,0,0,0,676518.0,0.0,0.0,676518.0,0.0,0.0,298.0,670.0,0,0,True
827976,94693,True,0,18,0,0,1,74,1,0,1,0,0,17,0.0,0.0,12,1.0,0,0,56,1,0,0,7740.0,0.0,0.0,17498.0,7183.0,0.0,1157.0,3574.0,0,0,True
1021538,94693,True,0,21,0,0,1,93,2,2,1,0,0,13,0.0,0.0,18,2.0,1,0,72,2,2,0,7363.0,0.0,0.0,66405.0,66384.0,66515.0,461.0,2118.0,0,0,True
139343,94693,True,0,40,0,3,2,216,0,8,4,1,36.0,21,0.0,3.0,15,0.0,4,0,46,0,4,0,855277.0,0.0,790760.0,855474.0,0.0,825878.0,727.0,2272.0,422.0,4252.0,True
443908,94693,True,0,9,0,1,1,9,0,1,1,0,0,5,0.0,1.0,0,0.0,0,0,0,0,0,0,69123.0,0.0,69095.0,69123.0,0.0,69095.0,139.0,139.0,0,0,True
93808,94693,True,0,4,0,0,1,4,0,0,1,0,0,3,0.0,0.0,0,0.0,0,0,0,0,0,0,308.0,0.0,0.0,308.0,0.0,0.0,308.0,308.0,0,0,True
149055,94693,True,0,15,0,1,1,21,0,1,1,0,0,12,0.0,1.0,1,0.0,0,0,4,0,0,0,1474.0,0.0,31.0,264800.0,0.0,31.0,374.0,415.0,0,0,UnKnown
818814,94693,True,0,19,0,2,3,95,0,3,4,2,23.0,10,0.0,1.0,6,0.0,1,1,68,0,1,1,351.0,0.0,105.0,165536.0,0.0,132830.0,131.0,1674.0,50.0,191.0,UnKnown
1068007,94693,True,0,22,0,0,1,46,1,1,1,0,0,21,0.0,0.0,7,1.0,1,0,22,1,1,0,2822.0,0.0,0.0,1740093.0,68696.0,5651.0,559.0,1362.0,0,0,True
912146,94693,True,0,16,1,0,1,55,3,0,2,0,0,12,1.0,0.0,3,0.0,0,0,13,0,0,0,147125.0,494.0,0.0,147240.0,494.0,0.0,511.0,710.0,0,0,True
895217,94693,True,0,12,0,1,1,19,0,1,1,0,0,10,0.0,1.0,4,0.0,0,0,7,0,0,0,1085.0,0.0,878.0,1142.0,0.0,878.0,567.0,1142.0,0,0,UnKnown
385751,94693,True,0,26,1,0,2,64,3,1,2,1,344652.0,13,1.0,0.0,14,2.0,1,0,37,2,1,0,170626.0,57732.0,0.0,171859.0,169784.0,147161.0,652.0,1482.0,121.0,121.0,True
752409,94693,True,0,30,0,3,1,69,0,5,1,0,0,26,0.0,3.0,9,0.0,2,0,39,0,2,0,125194.0,0.0,20523.0,125194.0,0.0,125152.0,776.0,1835.0,0,0,True
954727,94693,True,0,29,0,0,2,45,0,0,2,1,146.0,19,0.0,0.0,5,0.0,0,0,15,0,0,0,9225.0,0.0,0.0,9635.0,0.0,0.0,819.0,1846.0,188.0,188.0,True
443624,94693,True,0,4,0,0,1,76,3,0,1,0,0,3,0.0,0.0,10,3.0,0,0,69,3,0,0,427.0,0.0,0.0,372981.0,294827.0,0.0,54.0,3347.0,0,0,True
40246,94693,True,0,6,0,0,1,182,0,10,3,0,0,4,0.0,0.0,17,0.0,5,1,56,0,5,1,93.0,0.0,0.0,115210.0,0.0,771.0,52.0,2089.0,0,0,True
1087968,94693,True,0,21,0,1,1,66,0,2,1,0,0,13,0.0,1.0,10,0.0,1,0,45,0,1,0,3425.0,0.0,629.0,3425.0,0.0,841.0,727.0,3425.0,0,0,UnKnown
771554,94693,True,0,16,0,0,1,20,0,0,1,0,0,11,0.0,0.0,2,0.0,0,0,2,0,0,0,1051.0,0.0,0.0,1523.0,0.0,0.0,1029.0,1051.0,0,0,True
608712,94693,True,0,9,0,1,1,13,0,2,1,0,0,2,0.0,1.0,1,0.0,1,0,4,0,1,0,62760.0,0.0,62761.0,62760.0,0.0,62761.0,93.0,365.0,0,0,True
1125186,94693,True,0,8,0,1,1,18,0,1,1,0,0,5,0.0,1.0,4,0.0,0,0,10,0,0,0,1723.0,0.0,1280.0,22502.0,0.0,1280.0,287.0,646.0,0,0,UnKnown
173864,94693,True,0,8,0,0,1,16,0,0,1,0,0,1,0.0,0.0,3,0.0,0,0,8,0,0,0,30.0,0.0,0.0,5745.0,0.0,0.0,30.0,167.0,0,0,True
445355,94693,True,0,17,0,0,1,38,0,0,1,0,0,12,0.0,0.0,10,0.0,0,0,21,0,0,0,40627.0,0.0,0.0,40646.0,0.0,0.0,604.0,1322.0,0,0,True
263711,94693,True,0,14,0,1,1,17,0,1,1,0,0,11,0.0,1.0,0,0.0,0,0,0,0,0,0,178.0,0.0,26888.0,178.0,0.0,26888.0,178.0,178.0,0,0,False
588802,94693,True,0,8,0,1,1,15,0,1,1,0,0,7,0.0,1.0,4,0.0,0,0,7,0,0,0,404.0,0.0,52.0,521.0,0.0,52.0,274.0,521.0,0,0,UnKnown
294811,94693,True,0,23,0,0,1,28,0,0,1,0,0,23,0.0,0.0,3,0.0,0,0,4,0,0,0,931.0,0.0,0.0,1072.0,0.0,0.0,500.0,730.0,0,0,True
1051875,94693,True,0,55,0,4,2,69,0,5,2,1,87661.0,46,0.0,4.0,4,0.0,1,0,14,0,1,0,80178.0,0.0,79642.0,80178.0,0.0,79642.0,1494.0,2215.0,222.0,222.0,True
915852,94693,True,0,44,0,2,1,90,0,6,1,0,0,21,0.0,2.0,14,0.0,4,0,44,0,4,0,3313.0,0.0,3247.0,3636.0,0.0,3333.0,576.0,1903.0,0,0,UnKnown
3132,94693,True,0,45,0,2,1,105,4,11,2,0,0,20,0.0,2.0,19,4.0,6,1,59,4,9,1,171736.0,0.0,171708.0,249167.0,226671.0,249155.0,527.0,2202.0,0,0,True
281322,94693,True,0,17,1,0,1,27,1,0,1,0,0,6,0.0,0.0,4,0.0,0,0,9,0,0,0,5729.0,-91.0,0.0,8116.0,-91.0,0.0,320.0,816.0,0,0,True
