user,brand,user_Truthful,user_FraudBuyNum,user_BrandPv,user_BrandFav,user_BrandCart,user_BrandBuy,user_CatePv,user_CateFav,user_CateCart,user_CateBuy,user_ReBuyNum,user_ReBuyTimeGap,user_TimesFromPvToBuy,user_TimesFromFavToBuy,user_TimesFromCartToBuy,user_OtherNumFromPvToBuy,user_OtherNumFromFavToBuy,user_OtherNumFromCartToBuy,user_OtherNumFromBuyToBuy,user_OtherTimesFromPvToBuy,user_OtherTimesFromFavToBuy,user_OtherTimesFromCartToBuy,user_OtherTimesFromBuyToBuy,user_BrandPvToBuyTime,user_BrandFavToBuyTime,user_BrandCartToBuyTime,user_CatePvToBuyTime,user_CateFavToBuyTime,user_CateCartToBuyTime,user_BrandViewTime,user_CateViewTime,user_ReBuyBrandViewTime,user_ReBuyCateViewTime,Tag
30844,343886,True,0,20,0,0,1,25,0,0,1,0,0,19,0.0,0.0,3,0.0,0,0,5,0,0,0,2088.0,0.0,0.0,344845.0,0.0,0.0,462.0,588.0,0,0,True
402824,343886,True,0,20,0,0,2,34,0,0,2,1,211.0,16,0.0,0.0,7,0.0,0,0,14,0,0,0,540.0,0.0,0.0,551.0,0.0,0.0,248.0,551.0,139.0,139.0,True
435417,343886,True,0,5,0,1,1,5,0,1,1,0,0,3,0.0,0.0,0,0.0,0,0,0,0,0,0,61.0,0.0,-13.0,61.0,0.0,-13.0,61.0,61.0,0,0,True
168407,343886,True,0,35,1,0,1,35,1,0,1,0,0,33,1.0,0.0,0,0.0,0,0,0,0,0,0,57696.0,57387.0,0.0,57696.0,57387.0,0.0,365.0,365.0,0,0,True
204332,343886,True,0,4,0,0,1,4,0,0,1,0,0,3,0.0,0.0,0,0.0,0,0,0,0,0,0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,30.0,0,0,True
627440,343886,True,0,2,0,0,1,2,0,0,1,0,0,1,0.0,0.0,0,0.0,0,0,0,0,0,0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,22.0,0,0,True
410977,343886,True,0,14,0,0,1,14,0,0,1,0,0,13,0.0,0.0,0,0.0,0,0,0,0,0,0,141.0,0.0,0.0,141.0,0.0,0.0,141.0,141.0,0,0,True
322620,343886,True,0,6,0,0,1,6,0,0,1,0,0,5,0.0,0.0,0,0.0,0,0,0,0,0,0,110.0,0.0,0.0,110.0,0.0,0.0,110.0,110.0,0,0,True
362780,343886,True,0,6,0,0,1,22,0,0,1,0,0,6,0.0,0.0,8,0.0,0,0,16,0,0,0,540.0,0.0,0.0,1019.0,0.0,0.0,78.0,624.0,0,0,True
781969,343886,True,0,4,0,0,2,5,0,0,2,1,41.0,2,0.0,0.0,1,0.0,0,0,1,0,0,0,13.0,0.0,0.0,13.0,0.0,0.0,7.0,13.0,2.0,2.0,True
897360,343886,True,0,9,0,0,1,9,0,0,1,0,0,7,0.0,0.0,0,0.0,0,0,0,0,0,0,168.0,0.0,0.0,168.0,0.0,0.0,168.0,168.0,0,0,True
277905,343886,True,0,10,0,0,1,16,0,0,1,0,0,5,0.0,0.0,3,0.0,0,0,6,0,0,0,96.0,0.0,0.0,641.0,0.0,0.0,96.0,641.0,0,0,True
